name,year_start,year_end,position,height(in),weight,birth_date,college
Dorian Finney-Smith,2017,2018,F,80,220,4-May-93,University of Florida
Dorie Murrey,1967,1972,F-C,80,215,7-Sep-43,University of Detroit Mercy
Doron Lamb,2013,2014,G,76,210,6-Nov-91,University of Kentucky
Doug Bolstorff,1958,1958,G,76,195,29-Oct-31,University of Minnesota
Doug Christie,1993,2007,G-F,78,200,9-May-70,Pepperdine University
Doug Collins,1974,1981,G-F,78,180,28-Jul-51,Illinois State University
Doug Edwards,1994,1996,F,79,220,21-Jan-71,Florida State University
Doug Holcomb,1949,1949,F,76,200,9-Feb-25,University of Wisconsin
Doug Kistler,1962,1962,F,81,210,21-Mar-38,Duke University
Doug Lee,1992,1995,G-F,77,200,24-Oct-64,Purdue University
Doug McDermott,2015,2018,F,80,225,3-Jan-92,Creighton University
Doug Moe,1968,1972,F-G,77,215,21-Sep-38,University of North Carolina
Doug Overton,1993,2004,G,75,190,3-Aug-69,La Salle University
Doug Roth,1990,1990,C,83,255,24-Aug-67,University of Tennessee
Doug Sims,1969,1969,F,79,195,29-Jun-43,Kent State University
Doug Smith,1992,1996,F,82,220,17-Sep-69,University of Missouri
Doug West,1990,2001,G-F,78,200,27-May-67,Villanova University
Doyle Parrack,1947,1947,F-G,73,165,6-Dec-21,Oklahoma State University
Dragan Bender,2017,2018,F,85,225,17-Nov-97,
Dragan Tarlac,2001,2001,C,82,260,9-May-73,
Draymond Green,2013,2018,F,79,230,4-Mar-90,Michigan State University
Drazen Petrovic,1990,1993,G,77,195,22-Oct-64,
Drew Barry,1998,2000,G,77,191,17-Feb-73,Georgia Institute of Technology
Drew Gooden,2003,2016,F,82,250,24-Sep-81,University of Kansas
Drew Gordon,2015,2015,F,81,245,12-Jul-90,University of New Mexico
Duane Causwell,1991,2001,C,85,240,31-May-68,Temple University
Duane Cooper,1993,1994,G,73,185,25-Jun-69,University of Southern California
Duane Ferrell,1989,1999,F-G,79,209,28-Feb-65,Georgia Institute of Technology
Duane Klueh,1950,1951,G,75,175,6-Jan-26,Indiana State University
Duane Washington,1988,1993,G,76,195,31-Aug-64,Middle Tennessee State University
Duck Williams,1980,1980,G,74,180,2-Aug-56,University of Notre Dame
Dudley Bradley,1980,1989,G-F,78,195,19-Mar-57,University of North Carolina
Duje Dukan,2016,2016,F,81,220,4-Dec-91,University of Wisconsin
Dwaine Dillard,1976,1976,F,78,230,9-Mar-49,Eastern Michigan University
Dwayne Bacon,2018,2018,G,78,222,30-Aug-95,Florida State University
Dwayne Jones,2006,2010,F-C,83,250,9-Jun-83,Saint Joseph's University
Dwayne McClain,1986,1986,G,78,185,7-Feb-63,Villanova University
Dwayne Morton,1995,1995,F,79,195,8-Aug-71,University of Louisville
Dwayne Polee,1987,1987,G,77,180,2-Mar-63,Pepperdine University
Dwayne Schintzius,1991,1999,C,85,260,14-Oct-68,University of Florida
Dwayne Whitfield,1996,1996,F,81,240,21-Aug-72,Jackson State University
Dwight Anderson,1983,1983,G,75,185,28-Dec-60,University of Southern California
Dwight Buycks,2014,2015,G,75,190,6-Mar-89,Marquette University
Dwight Davis,1973,1977,F,80,220,28-Oct-49,University of Houston
Dwight Howard,2005,2018,C,83,265,8-Dec-85,
Dwight Jones,1974,1983,F-C,82,210,27-Feb-52,University of Houston
Dwight Powell,2015,2018,F-C,83,240,20-Jul-91,Stanford University
Dwight Waller,1969,1972,F,78,220,5-Oct-45,Tennessee State University
Dwyane Wade,2004,2018,G,76,220,17-Jan-82,Marquette University
Dyron Nix,1990,1990,F,79,210,11-Feb-67,University of Tennessee
E.C. Coleman,1974,1979,F,80,225,25-Sep-50,Houston Baptist University
Earl Barron,2006,2015,C,85,250,14-Aug-81,University of Memphis
Earl Boykins,1999,2012,G,65,135,2-Jun-76,Eastern Michigan University
Earl Clark,2010,2015,F,82,225,17-Jan-88,University of Louisville
Earl Cureton,1981,1997,F-C,81,210,3-Sep-57,University of Detroit Mercy
Earl Dodd,1950,1950,F,77,175,1-Nov-24,Truman State University
Earl Evans,1980,1980,F,80,202,11-Nov-55,"University of Nevada, Las Vegas"
Earl Gardner,1949,1949,F,75,195,18-Sep-23,DePauw University
Earl Jones,1985,1986,C,85,210,13-Jan-61,University of the District of Columbia
Earl Lloyd,1951,1960,F-C,77,200,3-Apr-28,West Virginia State University
Earl Monroe,1968,1980,G,75,185,21-Nov-44,Winston-Salem State University
Earl Shannon,1947,1949,G-F,71,170,23-Nov-21,University of Rhode Island
Earl Tatum,1977,1980,G-F,77,185,26-Jul-53,Marquette University
Earl Watson,2002,2014,G,73,195,12-Jun-79,"University of California, Los Angeles"
Earl Williams,1975,1979,C-F,79,230,24-Mar-51,Winston-Salem State University
Earle Higgins,1971,1971,F,80,195,30-Dec-46,Eastern Michigan University
Earnie Killum,1971,1971,G,75,180,11-Jun-48,Stetson University
Easy Parham,1949,1951,F-G,75,200,27-Dec-21,Texas Wesleyan University
Ed Bartels,1950,1951,F,77,195,8-Oct-25,North Carolina State University
Ed Beach,1951,1951,F,75,200,25-Jan-29,West Virginia University
Ed Biedenbach,1969,1969,G,73,175,12-Aug-45,North Carolina State University
Ed Burton,1962,1965,F,78,225,13-Aug-39,Michigan State University
Ed Conlin,1956,1962,F-G,77,200,2-Sep-33,Fordham University
Ed Dahler,1952,1952,F,77,190,31-Jan-26,Duquesne University
Ed Davis,2011,2018,F,82,240,5-Jun-89,University of North Carolina
Ed Earle,1954,1954,F,75,190,28-Apr-27,Loyola University of Chicago
Ed Fleming,1956,1960,G-F,75,189,25-Jul-33,Niagara University
Ed Gayda,1951,1951,G-F,76,210,11-May-27,Washington State University
Ed Gray,1998,1999,G,75,210,27-Sep-75,University of California
Ed Horton,1990,1990,F,80,230,17-Dec-67,University of Iowa
Ed Johnson,1969,1971,C,80,205,17-Jun-44,Tennessee State University
Ed Kalafat,1955,1957,C-F,78,245,13-Oct-32,University of Minnesota
Ed Kasid,1947,1947,G,71,185,13-Aug-23,
Ed Leede,1950,1951,F-G,75,185,17-Jul-27,Dartmouth College
Ed Macauley,1950,1959,C-F,80,185,22-Mar-28,Saint Louis University
Ed Manning,1968,1976,F,79,210,2-Jan-44,Jackson State University
Ed Melvin,1947,1947,G,69,170,13-Feb-16,Duquesne University
Ed Mikan,1949,1954,C-F,80,230,20-Oct-25,DePaul University
Ed Nealy,1983,1993,F,79,238,19-Feb-60,Kansas State University
Ed O'Bannon,1996,1997,F,80,222,14-Aug-72,"University of California, Los Angeles"
Ed Peterson,1950,1951,C,81,220,27-Jun-24,Cornell University
Ed Pinckney,1986,1997,F,81,195,27-Mar-63,Villanova University
Ed Rains,1982,1983,F,79,190,24-Dec-56,University of South Alabama
Ed Ratleff,1974,1978,F-G,78,195,29-Mar-50,"California State University, Long Beach"
Ed Sadowski,1947,1950,C,77,240,11-Jul-17,Seton Hall University
Ed Searcy,1976,1976,F,78,210,17-Apr-52,St. John's University
Ed Sherod,1983,1983,G,74,170,13-Sep-59,Virginia Commonwealth University
Ed Smith,1954,1954,F,78,180,5-Jul-29,Harvard University
Ed Stanczak,1950,1951,F,73,185,15-Aug-21,
Ed Stokes,1998,1998,C,85,264,3-Sep-71,University of Arizona
Eddie Basden,2006,2006,G,77,215,15-Feb-83,University of North Carolina at Charlotte
Eddie Gill,2001,2009,G,73,190,16-Aug-78,Weber State University
Eddie Griffin,2002,2007,F-C,82,220,30-May-82,Seton Hall University
Eddie House,2001,2011,G,73,180,14-May-78,Arizona State University
Eddie Hughes,1988,1990,G,70,165,26-May-60,Colorado State University
Eddie Johnson,1978,1987,G,74,180,24-Feb-55,Auburn University
Eddie Johnson,1982,1999,F-G,79,215,1-May-59,University of Illinois at Urbana-Champaign
Eddie Jones,1995,2008,G-F,78,190,20-Oct-71,Temple University
Eddie Jordan,1978,1984,G,73,170,29-Jan-55,Rutgers University
Eddie Lee Wilkins,1985,1993,F-C,82,220,7-May-62,Gardner-Webb University
Eddie Mast,1971,1973,F-C,81,220,3-Oct-48,Temple University
Eddie Miles,1964,1972,G-F,76,195,5-Jul-40,Seattle University
Eddie Miller,1953,1954,C-F,80,225,18-Jun-31,Syracuse University
Eddie Owens,1978,1978,F,79,210,26-Dec-53,"University of Nevada, Las Vegas"
Eddie Phillips,1983,1983,F,79,225,29-Sep-61,University of Alabama
Eddie Robinson,2000,2004,G-F,80,210,19-Apr-76,University of Central Oklahoma
Eddy Curry,2002,2013,C,85,295,5-Dec-82,
Edgar Jones,1981,1986,F-C,82,225,17-Jun-56,"University of Nevada, Reno"
Edgar Lacey,1969,1969,F,78,190,2-Aug-44,"University of California, Los Angeles"
Edmund Lawrence,1981,1981,C,85,228,8-Dec-52,McNeese State University
Eduardo Najera,2001,2012,F,80,240,11-Jul-76,University of Oklahoma
Edwin Ubiles,2012,2012,G,78,204,26-Nov-86,Siena College
Edy Tavares,2016,2017,C,87,260,22-Mar-92,
Efthimi Rentzias,2003,2003,C,83,250,11-Jan-76,
Ekpe Udoh,2011,2018,C-F,82,240,20-May-87,Baylor University
Elden Campbell,1991,2005,C,83,215,23-Jul-68,Clemson University
Eldridge Recasner,1995,2002,G,75,190,14-Dec-67,University of Washington
Elfrid Payton,2015,2018,G,76,185,22-Feb-94,University of Louisiana at Lafayette
Elgin Baylor,1959,1972,F,77,225,16-Sep-34,Seattle University
Elias Harris,2014,2014,F,80,239,6-Jul-89,Gonzaga University
Elijah Millsap,2015,2017,G-F,78,225,12-Aug-87,University of Alabama at Birmingham
Elliot Perry,1992,2002,G,73,150,28-Mar-69,University of Memphis
Elliot Williams,2012,2016,G,77,190,20-Jun-89,University of Memphis
Elmer Behnke,1952,1952,C,79,210,3-Feb-29,Bradley University
Elmer Bennett,1995,1997,G,73,170,13-Feb-70,University of Notre Dame
Elmer Gainer,1948,1950,F-C,78,195,22-Nov-18,DePaul University
Elmore Morgenthaler,1947,1949,C,81,230,3-Aug-22,New Mexico Institute of Mining and Technology
Elmore Smith,1972,1979,C,85,250,9-May-49,Kentucky State University
Elmore Spencer,1993,1997,C,85,270,6-Dec-69,"University of Nevada, Las Vegas"
Elnardo Webster,1972,1972,F,77,190,6-Mar-48,Saint Peter's College
Elston Turner,1982,1989,G-F,77,190,10-Jun-59,University of Mississippi
Elton Brand,2000,2016,F,80,275,11-Mar-79,Duke University
Elton McGriff,1968,1969,C,81,225,21-Aug-42,Creighton University
Elvin Hayes,1969,1984,F-C,81,235,17-Nov-45,University of Houston
Elvin Ivory,1969,1969,F,80,210,2-Jul-48,University of Louisiana at Lafayette
Em Bryant,1965,1972,G,73,175,4-Nov-38,DePaul University
Emanual Davis,1997,2003,G,76,195,27-Aug-68,Delaware State University
Emeka Okafor,2005,2013,C-F,82,252,28-Sep-82,University of Connecticut
Emmanuel Mudiay,2016,2018,G,77,200,5-Mar-96,
Enes Kanter,2012,2018,C,83,245,20-May-92,
Ennis Whatley,1984,1997,G,75,177,11-Aug-62,University of Alabama
Eric Anderson,1993,1994,F,81,220,26-May-70,Indiana University
Eric Bledsoe,2011,2018,G,73,205,9-Dec-89,University of Kentucky
Eric Dawson,2012,2012,F,81,250,7-Jul-84,Midwestern State University
Eric Fernsten,1976,1984,C-F,82,205,1-Nov-53,University of San Francisco
Eric Gordon,2009,2018,G,76,215,25-Dec-88,Indiana University
Eric Johnson,1990,1990,G,74,205,7-Feb-66,University of Nebraska
Eric Leckner,1989,1997,C-F,83,265,27-May-66,University of Wyoming
Eric Maynor,2010,2014,G,75,175,11-Jun-87,Virginia Commonwealth University
Eric McWilliams,1973,1973,F,80,200,18-Apr-50,"California State University, Long Beach"
Eric Mobley,1995,1997,C,83,235,1-Feb-70,University of Pittsburgh
Eric Money,1975,1980,G,73,170,6-Feb-55,University of Arizona
Eric Montross,1995,2002,C,85,270,23-Sep-71,University of North Carolina
Eric Moreland,2015,2018,F-C,82,238,24-Dec-91,Oregon State University
Eric Murdock,1992,2000,G,73,190,14-Jun-68,Providence College
Eric Piatkowski,1995,2008,G-F,79,215,30-Sep-70,University of Nebraska
Eric Riley,1994,1999,C,85,245,2-Jun-70,University of Michigan
Eric Snow,1996,2008,G,75,190,24-Apr-73,Michigan State University
Eric Washington,1998,1999,G,76,190,23-Mar-74,University of Alabama
Eric White,1988,1989,F,80,200,30-Dec-65,Pepperdine University
Eric Williams,1996,2007,F,80,220,17-Jul-72,Providence College
Erick Barkley,2001,2002,G,73,177,21-Feb-78,St. John's University
Erick Dampier,1997,2012,C,83,265,14-Jul-75,Mississippi State University
Erick Green,2015,2016,G,76,185,9-May-91,Virginia Polytechnic Institute and State University
Erick Strickland,1997,2005,G,75,210,25-Nov-73,University of Nebraska
Erik Daniels,2005,2005,F,80,214,1-Apr-82,University of Kentucky
Erik Murphy,2014,2014,F,82,230,26-Oct-90,University of Florida
Ernest Brown,2002,2002,C,85,244,17-May-79,Indian Hills Community College
Ernie Barrett,1954,1956,G-F,75,180,27-Aug-29,Kansas State University
Ernie Beck,1954,1961,G-F,76,190,11-Dec-31,University of Pennsylvania
Ernie Calverley,1947,1949,G,70,145,30-Jan-24,University of Rhode Island
Ernie DiGregorio,1974,1978,G,73,180,15-Jan-51,Providence College
Ernie Grunfeld,1978,1986,G-F,78,210,24-Apr-55,University of Tennessee
Ernie Vandeweghe,1950,1956,F-G,75,195,12-Sep-28,Colgate University
Errol Palmer,1968,1968,F,77,195,,DePaul University
Ersan Ilyasova,2007,2018,F,82,235,15-May-87,
Erv Staggs,1970,1970,F-G,78,195,,Cheyney University of Pennsylvania
Ervin Inniger,1968,1969,G,76,190,16-Jan-45,Indiana University
Ervin Johnson,1994,2006,C,83,245,21-Dec-67,University of New Orleans
Erwin Mueller,1967,1974,C-F,80,230,12-Mar-44,University of San Francisco
Essie Hollis,1979,1979,F,78,195,16-May-55,St. Bonaventure University
Esteban Batista,2006,2007,F-C,82,270,2-Sep-83,
Etan Thomas,2002,2011,F,81,256,1-Apr-78,Syracuse University
Etdrick Bohannon,1998,2001,F,81,220,29-May-73,Auburn University at Montgomery
E'Twaun Moore,2012,2018,G,76,191,28-Feb-89,Purdue University
Eugene Jeter,2011,2011,G,71,175,2-Dec-83,University of Portland
Evan Eschmeyer,2000,2003,C,83,255,30-May-75,Northwestern University
Evan Fournier,2013,2018,G-F,79,205,29-Oct-92,
Evan Turner,2011,2018,G,79,220,27-Oct-88,Ohio State University
Everette Stephens,1989,1991,G,74,175,21-Oct-66,Purdue University
Evers Burns,1994,1994,F,80,260,24-Aug-71,University of Maryland
Evric Gray,1997,1997,F,79,235,13-Dec-69,"University of Nevada, Las Vegas"
Fab Melo,2013,2013,C,85,255,20-Jun-90,Syracuse University
Fabricio Oberto,2006,2011,C-F,82,245,21-Mar-75,
Fat Lever,1983,1994,G,75,170,18-Aug-60,Arizona State University
Fatty Taylor,1970,1977,G,73,175,13-Mar-46,La Salle University
Felipe Lopez,1999,2002,G,77,199,19-Dec-74,St. John's University
Felton Spencer,1991,2002,C,85,265,15-Jan-68,University of Louisville
Fennis Dembo,1989,1989,F,77,215,24-Jan-66,University of Wyoming
Fernando Martin,1987,1987,C,81,220,25-Mar-62,
Festus Ezeli,2013,2016,C,83,255,21-Oct-89,Vanderbilt University
Floyd Theard,1970,1970,G,73,170,5-Sep-44,Kentucky State University
Floyd Volker,1950,1950,F-C,76,205,21-Jun-21,University of Wyoming
Fly Williams,1975,1975,G-F,77,200,18-Feb-53,Austin Peay State University
Flynn Robinson,1967,1974,G,73,185,28-Apr-41,University of Wyoming
Foots Walker,1975,1984,G,73,184,21-May-51,State University of West Georgia
Forest Able,1957,1957,G,75,180,27-Jul-32,Western Kentucky University
Forrest McKenzie,1987,1987,F,79,200,16-Feb-63,Loyola Marymount University
Fran Curran,1949,1950,G,73,175,9-Sep-22,University of Notre Dame
Fran O'Hanlon,1971,1971,G,73,175,24-Aug-48,Villanova University
Francisco Elson,2004,2012,C,85,235,28-Feb-76,University of California
Francisco Garcia,2006,2015,F-G,79,195,31-Dec-81,University of Louisville
Frank Brickowski,1985,1997,F-C,81,240,14-Aug-59,Pennsylvania State University
Frank Card,1969,1973,F,79,195,28-Dec-44,South Carolina State University
Frank Fucarino,1947,1947,F,74,175,24-Jul-20,Long Island University
Frank Gates,1950,1950,G,73,160,12-Apr-20,Sam Houston State University
Frank Johnson,1982,1994,G,73,185,23-Nov-58,Wake Forest University
Frank Kaminsky,2016,2018,F-C,85,242,4-Apr-93,University of Wisconsin
Frank Kendrick,1975,1975,F,78,198,11-Sep-50,Purdue University
Frank Kornet,1990,1991,F,81,225,27-Jan-67,Vanderbilt University
Frank Kudelka,1950,1953,G-F,74,193,25-Jun-25,Saint Mary's College of California
Frank Mangiapane,1947,1947,G,70,195,5-Aug-25,New York University
Frank Mason,2018,2018,G,73,189,3-Apr-94,University of Kansas
Frank Ntilikina,2018,2018,G,77,190,28-Jul-98,
Frank Oleynick,1976,1977,G,74,185,20-Feb-55,Seattle University
Frank Radovich,1962,1962,F,80,235,3-Mar-38,Indiana University
Frank Ramsey,1955,1964,F-G,75,190,13-Jul-31,University of Kentucky
Frank Reddout,1954,1954,F,77,195,,Syracuse University
Frank Russell,1973,1973,G,75,180,17-Apr-49,University of Detroit Mercy
Frank Schade,1973,1973,G,73,170,22-Jan-50,University of Wisconsin-Eau Claire
Frank Selvy,1955,1964,G-F,75,180,9-Nov-32,Furman University
Frank Williams,2003,2005,G,75,212,25-Feb-80,University of Illinois at Urbana-Champaign
Frankie Baumholtz,1947,1947,G,70,170,7-Oct-18,Ohio University
Frankie Brian,1950,1956,G,73,180,1-May-23,Louisiana State University
Frankie King,1996,1997,G,73,185,6-Jun-72,Western Carolina University
Frankie Sanders,1979,1981,F-G,78,200,23-Jan-57,Southern University and A&M College
Franklin Edwards,1982,1988,G,73,170,2-Feb-59,Cleveland State University
Fred Brown,1972,1984,G,75,182,7-Aug-48,University of Iowa
Fred Carter,1970,1977,G-F,75,185,14-Feb-45,Mount St. Mary's University
Fred Christ,1955,1955,G,76,210,6-Aug-30,Fordham University
Fred Cofield,1986,1987,G,75,190,4-Jan-62,Eastern Michigan University
Fred Diute,1955,1955,G,75,210,9-Jan-29,St. Bonaventure University
Fred Foster,1969,1977,F,77,210,18-Mar-46,Miami University
Fred Hetzel,1966,1971,F-C,80,220,21-Jul-42,Davidson College
Fred Hilton,1972,1973,G-F,75,185,15-Jan-48,Grambling State University
Fred Hoiberg,1996,2005,G,76,203,15-Oct-72,Iowa State University
Fred Jacobs,1947,1947,F,75,175,2-Dec-22,University of Denver
Fred Jones,2003,2009,G-F,76,210,11-Mar-79,University of Oregon
Fred LaCour,1961,1963,G-F,77,210,7-Feb-38,University of San Francisco
Fred Paine,1949,1949,F,77,210,7-Dec-25,Westminster College of Pennsylvania
Fred Roberts,1984,1997,F-C,82,218,14-Aug-60,Brigham Young University
Fred Saunders,1975,1978,F,79,210,13-Jun-51,Syracuse University
Fred Schaus,1950,1954,F,77,205,30-Jun-25,West Virginia University
Fred Scolari,1947,1955,G,70,180,1-Mar-22,University of San Francisco
Fred Sheffield,1947,1947,F,74,165,5-Nov-23,University of Utah
Fred Taylor,1971,1972,G-F,77,180,5-Feb-48,University of Texas-Pan American
Fred VanVleet,2017,2018,G,73,195,25-Feb-94,Wichita State University
Fred Vinson,1995,2000,G,76,190,28-Jan-71,Georgia Institute of Technology
Freddie Boyd,1973,1978,G,74,180,13-Jun-50,Oregon State University
Freddie Crawford,1967,1971,G-F,76,189,23-Dec-41,St. Bonaventure University
Freddie Lewis,1949,1950,F-G,74,195,6-Jan-21,Eastern Kentucky University
Freddie Lewis,1967,1977,G,73,175,1-Jul-43,Arizona State University
Freeman Williams,1979,1986,G-F,76,190,15-May-56,Portland State University
Frido Frey,1947,1947,F,74,195,26-Oct-21,Long Island University
Fritz Nagy,1949,1949,G-F,74,185,3-Jan-24,University of Akron
Furkan Aldemir,2015,2015,F-C,82,240,9-Aug-91,
Furkan Korkmaz,2018,2018,G,79,185,24-Jul-97,
Gabe Pruitt,2008,2009,G,76,170,19-Apr-86,University of Southern California
Gail Goodrich,1966,1979,G,73,170,23-Apr-43,"University of California, Los Angeles"
Gal Mekel,2014,2015,G,75,191,4-Mar-88,Wichita State University
Gale Bishop,1949,1949,F,75,195,4-Jun-22,Washington State University
Gani Lawal,2011,2011,F,81,234,7-Nov-88,Georgia Institute of Technology
Gar Heard,1971,1981,F,78,219,3-May-48,University of Oklahoma
Garfield Smith,1971,1973,C-F,81,235,18-Nov-45,Eastern Kentucky University
